"id","date","type","feature_type","feature_subtype","description","detail","lon","lat"
3937,2023-08-25 14:06:00,"hazard-concern","side walk infrastructure issue","slope issues (eg. driveways)","Multiple slopes and cross slopes at the pedestrian crossing is unsafe for people using mobility devices ","slope issues (eg. driveways)",-79.8039296122278,43.317497784406
3939,2023-08-25 15:57:38,"hazard-concern","safety/comfort concern","other","Hauteur des nouveaux dos d'âne","safety/comfort concern (other)",-73.5613420509376,45.5290771175764
3945,2023-09-01 21:26:09,"hazard-concern","safety/comfort concern","other users - bicycle","The gates are left open and bikes, e-bikes and e-motorcycles take the tunnel at a very high rate of speed, regardless of the very young, the very old, people with mobility devices. My guide dog has been hurt in that tunnel because they come so fast I can't react in time.","other users - bicycle",-79.3264004097498,43.6765238534479
3946,2023-08-27 21:26:00,"hazard-concern","weather related or seasonal","other","When heavy rain falls, a large quantity of mud washes into the footpath. It is very slippery. Also, fallen leaves block the drains, causing flooding and a buildup of mud.","weather related or seasonal (other)",-79.3263396633261,43.6764189827939
3949,2023-06-01 10:38:00,"hazard-concern","crossing issue","conflict with vehicles turning left","Its a problem to get in or out at this location,
There always car stuck waiting to turn on the 50, while theyre waiting it blocks others to get out of thwe freeway ","conflict with vehicles turning left",-75.5622309490152,45.5128048937816
3950,2023-09-05 16:00:00,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","sidewalk uneven and wavy; some parts sunken; ","uncomfortable service (for wheelchairs, etc.)",-79.3752633627635,43.6427764110176
3984,2023-09-06 23:51:57,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Test","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-115.912391992403,44.3930066650576
3985,2023-09-07 11:54:54,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Configuration inhabituelle. Pas d'arrêt pour les véhicules dans un sens. Pas de trottoir en saillie. Cette rue est utilisée comme stationnement par les étudiants du Cégep tout près. Combinaison de facteurs qui font qu'il est impossible de se faire voir comme piéton. Près d'une école primaire mais juste en dehors de la zone scolaire. ","vehicles - speed makes uncomfortable",-72.5714667234035,46.3607486289019
3986,2023-09-08 15:57:09,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Most of this stretch of sidewalk next to the train tracks from Saint Lawrence Ave to Taylor Ave is broken. I have seen elderly people with walkers walking in the street, because it is impossible for someone using a mobility aid to use the sidewalk there. There is even a bus stop in that area, which is rendered unusable for anyone with a wheelchair due to the broken sidewalk.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-73.8683202147226,40.8401133382497
3987,2023-09-08 17:07:25,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","I use this underpass often and walking and biking is so stressful and scary.","vehicles - speed makes uncomfortable",-119.699297263786,34.4124906124117
3988,2023-09-08 17:42:00,"hazard-concern","crossing issue","signal - pedestrian interval too short","A bike rider was killed at this location by a hit-n-run driver. ","signal - pedestrian interval too short",-73.8491483785064,40.847027313425
3989,2023-09-08 12:00:00,"hazard-concern","crossing issue","crosswalk needed","Cars speed through Pierce avenue from Bronxdale through Bogart, and many children cross here during school hours. There are no school signs, or speed limit signs or cameras. ","crosswalk needed",-73.853915711943,40.8449223397531
3990,2023-09-08 19:53:03,"hazard-concern","crossing issue","other","The car shops double and triple park cars on Sackett and Bronxdale making it necessary for cars to weave through traffic and it puts pedestrians at risk and drivers too. ","crossing issue (other)",-73.8555808267756,40.8431957323381
3991,2023-09-08 12:00:00,"hazard-concern","crossing issue","other","The floating parking on Bronxdale near PS/MS 498 and Ichan 2 makes it extremely  congested and drivers use the bike lane to drive through, often while children are crossing to the school. The floating parking lane also makes it difficult for the school buses to pick up and drop off. They end up completely blocking traffic. ","crossing issue (other)",-73.8583960736196,40.8449174730306
3993,2023-09-08 23:50:00,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","Configuration inhabituelle. Pas d'arrêt pour les véhicules dans un sens. Pas de trottoir en saillie. Cette rue est utilisée comme stationnement par les étudiants du Cégep tout près. Combinaison de facteurs qui font qu'il est impossible de se faire voir comme piéton. Près d'une école primaire mais juste en dehors de la zone scolaire.","vehicles - number makes uncomfortable",-72.5723227345024,46.3612345075978
3994,2023-09-10 00:09:58,"hazard-concern","safety/comfort concern","other users - e-scooters","Escooters & Ebikes riding on sidewalks and going the wrong way in the streets.
Abandoned block the sidewalk.","other users - e-scooters",-73.8484662967964,40.8606914802967
3995,2023-09-11 12:35:30,"hazard-concern","side walk infrastructure issue","other","Trottoirs manquants","side walk infrastructure issue (other)",-75.5628649938643,45.515055830424
3997,2023-09-10 21:58:00,"hazard-concern","side walk infrastructure issue","missing curb cut","young man using powered wheelchair had to roll up Gibbs to closest driveway to cross Gibbs, then roll back to Foul Bay Road to continue north-east because there is no curb-cut at the intersection.","missing curb cut",-123.317378935303,48.4498678500802
3998,2023-09-11 19:50:51,"hazard-concern","side walk infrastructure issue","obstruction - sign blocking path","Ironically, there is a permanent 'pedestrian crossing' sign situated in the already too-narrow, sidewalk, almost in the middle. People using wheelchairs need to ride onto the adjacent lawn to get around it.","obstruction - sign blocking path",-123.31507433469,48.4533877222388
3999,2023-09-10 22:00:00,"hazard-concern","side walk infrastructure issue","missing curb cut","someone using a mobility aid would not be able to get down from the sidewalk and would have to go down Gibbs Rd.","missing curb cut",-123.317325619348,48.4498308305022
4001,2023-09-10 22:01:00,"hazard-concern","side walk infrastructure issue","too narrrow","The sidewalk is too narrow and is sloped to the road as well. ","too narrrow",-123.315769144207,48.4516966823672
4002,2023-09-11 21:42:41,"hazard-concern","side walk infrastructure issue","too narrrow","sidewalk is really a narrow trail marked with a low curb to separate it from the street. It is near an elementary school. there is no sidewalk at all on the other side of the street - the side with the school.","too narrrow",-123.323369186155,48.4886776519506
4004,2023-09-12 13:43:02,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","There needs to be a stop sign or crossing light on this corner. This is a very dangerous and accident-prone corner. Not only for pedestrians but for drivers. It has been this way for many of years. ","drivers don't stop or yield to pedestrians",-73.8760676521047,40.8196979585018
4005,2023-09-11 21:40:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Missing stones/bricks from the sidewalk. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3782477446315,43.6595505004173
4006,2023-09-11 21:40:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Very uneven sidewalk on the west side of Church St.  ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.3782724149526,43.6592236458819
4007,2023-07-20 16:08:00,"hazard-concern","side walk infrastructure issue","other","There was plenty of trash was observed mostly within the tree areas and also located on sidewalks/ Building trash bin areas.","side walk infrastructure issue (other)",-73.9121242704795,40.8365352530444
4008,2023-07-20 16:08:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Yes , sidewalks are mixed with cracked/ unleveled and unpaved locations. the sides walks also contain trash located mostly within the tree areas, also the trash bins for the building do not have a covering which causes the debris to occupy the floor. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-73.9117985862976,40.8371799274506
4009,2023-07-20 16:08:00,"hazard-concern","crossing issue","signal - needs an audible","no working audio box","signal - needs an audible",-73.911502353795,40.8376124660137
4010,2023-07-20 16:08:00,"hazard-concern","side walk infrastructure issue","other","Plenty of trash was observed mostly within the tree areas and also on sidewalks.","side walk infrastructure issue (other)",-73.9126587231553,40.8352593927673
4011,2023-07-20 16:08:00,"hazard-concern","side walk infrastructure issue","other","There is a supermarket being remodeled with a basement gate which is very unstable ","side walk infrastructure issue (other)",-73.9125047955153,40.835213796288
4012,2023-07-20 16:08:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","sidewalks are mixed with cracked/ unleveled and unpaved locations","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-73.9123599224423,40.8351753991074
4013,2023-07-20 16:08:00,"hazard-concern","side walk infrastructure issue","obstruction - parked e-scooters/bicycles","damaged locked scooters occupying sidewalk space","obstruction - parked e-scooters/bicycles",-73.9127003741499,40.835213796288
4014,2023-07-20 16:08:00,"hazard-concern","crossing issue","signal - needs an audible","No Working audio box","signal - needs an audible",-73.9128524909042,40.8353070463269
4015,2023-09-14 11:43:44,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","One section of sidewalk is raised by a few inches ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-89.4224672745691,43.1772467609716
4016,2023-09-14 15:04:13,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Vehicles speed ( going south) and neglect to stop at this intersection.","vehicles - speed makes uncomfortable",-79.4337596329894,43.6849333040466
